Marital status;Application mode;Application order;Course;Daytime evening attendance ;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
2;39;2;9670;1;19;133,1;1;37;37;9;9;135,6;0;0;0;1;0;0;46;0;0;6;10;5;11,4;0;0;6;9;4;13,75;0;12,4;0,5;1,79;Dropout
1;1;3;9085;1;1;131;1;37;19;9;8;136,3;1;0;1;0;0;0;18;0;0;5;7;3;13;0;0;5;8;3;12;0;7,6;2,6;0,32;Dropout
1;43;1;9991;0;1;120;1;19;37;3;9;100;0;0;0;1;0;0;34;0;0;5;9;0;0;0;0;5;10;1;11;0;13,9;-0,3;0,79;Dropout
1;17;1;9853;1;1;119;1;37;38;9;9;125;1;0;0;1;0;1;21;0;0;6;9;5;12;0;0;6;8;5;11,2;0;10,8;1,4;1,74;Dropout
1;17;1;9254;1;1;119;1;37;37;5;4;118;1;0;0;1;1;0;19;0;0;6;13;2;10,5;0;0;6;11;1;12;0;10,8;1,4;1,74;Dropout
1;44;1;9003;1;39;120;1;1;19;4;7;120;0;0;0;1;1;0;23;0;1;6;6;1;11;0;0;6;8;0;0;0;15,5;2,8;-4,06;Dropout
1;17;4;171;1;1;172;1;3;1;2;10;155,6;1;0;0;1;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;1;3;171;1;1;129;1;38;37;9;3;127,3;1;0;1;0;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;17;1;9238;1;1;136;1;37;37;7;7;140,9;1;0;0;1;1;0;18;0;0;6;10;4;12;0;0;6;7;5;11,8;0;9,4;-0,8;-3,12;Dropout
1;17;1;9773;1;1;117;1;38;38;9;9;111,1;0;0;1;1;1;0;19;0;0;6;6;4;11,25;0;0;6;6;3;11,3333333333333;0;16,2;0,3;-0,92;Dropout
1;39;1;9003;1;19;133,1;1;1;19;9;8;120;0;0;1;0;1;0;27;0;0;6;11;2;11,5;0;0;6;7;0;0;0;8,9;1,4;3,51;Dropout
1;1;1;9147;1;1;160;1;1;38;4;7;141,5;1;0;0;1;1;0;18;0;0;5;10;3;10,6666666666667;1;0;5;11;2;12,5;0;9,4;-0,8;-3,12;Dropout
1;39;1;8014;0;15;133,1;1;34;34;0;0;100;1;0;0;0;0;0;37;0;0;5;9;0;0;0;0;5;5;0;0;5;9,4;-0,8;-3,12;Dropout
2;39;1;9085;1;19;133,1;1;19;19;9;5;101;1;0;0;1;0;0;26;0;0;6;21;3;12,6666666666667;0;0;6;15;2;11;0;15,5;2,8;-4,06;Dropout
1;39;1;8014;0;1;120;1;37;1;7;4;95;1;0;0;1;0;0;24;0;0;6;8;5;11,4;0;0;6;8;5;11,8;0;15,5;2,8;-4,06;Dropout
1;1;2;9773;1;1;130;109;19;1;9;9;126,9;1;0;0;1;0;1;19;1;0;6;8;6;13,1666666666667;0;0;6;6;6;13;0;11,1;0,6;2,02;Dropout
2;39;1;9556;1;1;120;1;37;37;9;4;150;0;0;0;0;0;0;50;0;0;7;18;6;10,25;0;0;7;14;4;11,25;0;12,7;3,7;-1,7;Dropout
2;39;1;9556;1;1;100;1;37;37;9;9;120;0;0;0;1;0;0;47;0;1;7;16;6;12,5142857142857;0;0;7;15;4;11,75;0;12,7;3,7;-1,7;Dropout
1;42;1;9853;1;1;120;1;1;19;4;7;111,3;0;0;0;1;0;0;24;0;9;13;17;10;11,5;0;7;13;18;9;10,4444444444444;0;16,2;0,3;-0,92;Dropout
1;39;1;9991;0;1;110;1;37;37;7;10;150;0;0;0;0;0;0;48;0;0;5;5;1;10;0;0;5;5;0;0;0;15,5;2,8;-4,06;Dropout
1;44;1;9991;0;39;130;1;37;37;5;5;130;1;0;0;1;1;0;32;0;2;6;9;4;12,5;0;3;7;7;4;11;0;9,4;-0,8;-3,12;Dropout
1;1;1;9670;1;1;141;1;19;3;4;0;137,9;1;0;0;0;1;0;20;0;0;5;6;3;12;0;0;5;5;4;12,75;0;7,6;2,6;0,32;Dropout
1;39;1;9119;1;1;120;1;37;38;9;8;100;0;0;1;1;1;0;24;0;0;5;11;0;0;0;0;5;5;0;0;0;16,2;0,3;-0,92;Dropout
2;39;1;9773;1;19;133,1;1;19;19;9;4;131;0;0;1;0;1;0;42;0;0;4;5;0;0;0;0;4;4;0;0;0;13,9;-0,3;0,79;Dropout
1;39;1;9670;1;9;133,1;1;37;37;5;3;110;0;0;1;1;1;0;26;0;0;5;5;0;0;0;0;5;5;0;0;0;9,4;-0,8;-3,12;Dropout
1;17;4;9254;1;1;124;1;3;3;3;3;126,1;1;0;0;1;0;0;20;0;0;5;5;5;11,4;0;0;6;11;1;11;0;10,8;1,4;1,74;Dropout
1;1;2;171;1;1;120;1;3;19;4;7;119,7;1;0;0;1;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;8,9;1,4;3,51;Dropout
1;1;5;9500;1;1;130;1;19;37;9;7;127,6;1;0;0;1;0;0;18;0;0;7;10;7;12,9;0;0;8;15;7;12,1428571428571;0;15,5;2,8;-4,06;Dropout
1;1;2;9853;1;1;131;1;1;1;2;9;121,9;1;0;0;1;0;0;20;0;0;6;6;6;13,5;0;0;6;6;0;0;0;12,7;3,7;-1,7;Dropout
1;44;1;9070;1;39;100;1;1;38;4;6;104,8;0;0;1;0;0;0;22;0;2;7;9;5;11,6;0;5;9;9;5;10;0;12,4;0,5;1,79;Dropout
1;44;1;9130;1;39;130;1;3;1;4;1;130;1;0;0;0;0;0;21;0;1;6;12;5;13,2857142857143;0;0;6;10;4;12;0;16,2;0,3;-0,92;Dropout
1;17;3;9254;1;1;122;1;1;1;4;4;126,6;0;0;0;0;0;0;18;0;0;5;5;5;10,4;0;0;6;13;0;0;0;10,8;1,4;1,74;Dropout
1;17;1;9556;1;1;140;1;3;3;1;7;131,6;1;0;0;1;1;0;19;0;0;7;0;0;0;0;0;7;0;0;0;0;11,1;0,6;2,02;Dropout
1;39;1;9500;1;1;133,1;1;1;37;9;9;100;0;0;0;1;1;0;28;0;0;7;11;3;11,9166666666667;1;0;7;17;0;0;0;16,2;0,3;-0,92;Dropout
1;1;2;9670;1;1;124;1;19;1;9;4;117,7;1;0;1;1;1;0;20;0;0;5;5;4;12;0;0;5;6;5;11,6;0;9,4;-0,8;-3,12;Dropout
1;1;1;9670;1;1;124;1;2;2;3;3;124,7;1;0;0;1;1;0;21;0;0;5;7;3;11;0;0;5;5;4;12,75;0;7,6;2,6;0,32;Dropout
1;7;1;9556;1;3;140;1;3;3;2;2;140;0;0;1;0;1;0;38;0;0;7;8;3;12,6666666666667;0;0;5;5;0;0;0;13,9;-0,3;0,79;Dropout
1;43;4;171;1;1;136;1;37;37;9;9;123,8;1;0;0;1;1;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;7,6;2,6;0,32;Dropout
1;7;1;9119;1;1;140,8;1;34;34;0;0;134;0;0;0;1;1;0;24;0;0;5;0;0;0;0;0;5;0;0;0;0;7,6;2,6;0,32;Dropout
1;18;3;9070;1;1;142;1;1;37;4;7;130,8;1;0;0;0;1;0;19;0;0;6;0;0;0;0;0;6;0;0;0;0;12,7;3,7;-1,7;Dropout
1;39;1;9119;1;3;130;1;3;3;3;10;147,6;0;0;0;1;1;0;31;0;0;5;0;0;0;0;0;5;0;0;0;0;10,8;1,4;1,74;Dropout
1;39;1;9085;1;1;130;1;34;1;0;2;128,2;0;0;0;1;1;0;25;0;0;5;5;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
1;1;1;9500;1;1;168;1;1;1;5;5;161;1;0;0;1;1;0;18;0;0;7;7;7;16,1428571428571;0;0;8;9;0;0;0;16,2;0,3;-0,92;Dropout
1;7;1;9500;1;3;130;1;37;37;90;90;130;1;0;0;1;1;0;30;0;0;8;8;0;0;8;0;8;8;0;0;8;9,4;-0,8;-3,12;Dropout
1;17;6;9773;1;1;131;1;34;34;0;0;129,3;0;0;0;1;1;0;18;0;0;6;0;0;0;0;0;6;0;0;0;0;7,6;2,6;0,32;Dropout
1;1;5;171;1;1;160;1;1;1;4;4;139,7;0;0;0;1;1;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;12,7;3,7;-1,7;Dropout
1;39;1;9556;1;19;133,1;1;19;1;7;10;105;0;0;0;1;1;0;25;0;0;7;14;4;12,95;1;0;7;11;4;13125;1;15,5;2,8;-4,06;Dropout
1;42;1;9500;1;1;133,1;41;3;1;3;10;100;1;0;0;0;0;0;33;1;1;7;10;5;12,16;0;0;6;7;5;11,34;0;12,4;0,5;1,79;Dropout
1;39;1;9119;1;1;160;1;38;37;7;7;129;0;0;0;1;1;0;24;0;0;5;9;0;0;0;0;5;8;2;14,5;2;7,6;2,6;0,32;Dropout
1;39;1;9991;0;19;133,1;1;2;1;2;4;100;0;0;0;1;1;0;24;0;0;5;7;0;0;0;0;5;7;0;0;0;16,2;0,3;-0,92;Dropout
2;39;1;9991;0;1;110;1;37;37;5;1;120;1;0;0;1;0;0;38;0;0;5;11;3;11,3333333333333;0;0;5;9;4;12;0;9,4;-0,8;-3,12;Dropout
1;17;1;9254;1;1;131;1;38;37;4;9;131,7;1;0;0;0;0;0;18;0;0;6;0;0;0;0;0;6;0;0;0;0;12,7;3,7;-1,7;Dropout
1;1;1;9130;1;1;136;1;19;19;90;8;133,9;1;0;0;0;1;0;20;0;0;5;7;4;13;0;0;5;11;3;12;2;10,8;1,4;1,74;Dropout
2;39;1;9119;1;1;120;1;37;38;9;10;145,4;0;0;1;1;1;0;40;0;0;5;11;3;10,6666666666667;0;0;5;5;2;12,5;0;16,2;0,3;-0,92;Dropout
1;1;1;9147;1;1;118;1;1;1;9;9;111;0;0;0;0;1;0;21;0;0;5;7;2;11;0;0;5;9;3;11,4285714285714;0;10,8;1,4;1,74;Dropout
2;39;1;9070;1;19;133,1;1;37;37;9;10;126,3;0;0;0;0;1;0;38;0;0;6;6;0;0;0;0;6;8;0;0;0;10,8;1,4;1,74;Dropout
1;18;1;9130;1;1;146;1;3;3;5;2;137,8;0;0;0;1;1;0;18;0;0;6;11;5;13,6;0;0;6;13;3;12,6666666666667;0;13,9;-0,3;0,79;Dropout
1;1;1;9130;1;1;121;1;3;19;2;9;115,4;1;0;0;1;1;0;18;0;0;6;8;6;13,7142857142857;0;0;6;7;5;13,3333333333333;0;15,5;2,8;-4,06;Dropout
1;43;1;9773;1;1;127;1;1;1;9;6;110;0;0;1;0;1;0;19;0;0;6;10;3;11,6666666666667;0;0;6;11;2;10;0;16,2;0,3;-0,92;Dropout
1;39;1;9670;1;1;133,1;1;37;37;90;90;97,4;0;0;1;0;1;0;44;0;0;6;9;1;14;0;0;6;6;0;0;0;12,7;3,7;-1,7;Dropout
1;44;1;9085;1;39;130;1;1;1;4;4;130;1;1;0;1;1;0;26;0;2;6;20;4;12,5;0;1;6;16;3;10;0;15,5;2,8;-4,06;Dropout
1;43;1;9130;1;1;156;1;19;1;9;4;156;0;0;1;0;1;0;24;0;0;6;11;5;11,8333333333333;0;0;6;11;4;11,5;0;15,5;2,8;-4,06;Dropout
1;39;1;9003;1;1;130;1;19;1;9;6;126,1;1;0;0;0;1;0;27;0;0;6;6;0;0;0;0;6;8;0;0;0;15,5;2,8;-4,06;Dropout
1;39;1;9003;1;1;110;1;1;1;9;4;120;0;0;1;0;1;0;27;0;0;6;0;0;0;0;0;6;0;0;0;0;13,9;-0,3;0,79;Dropout
1;43;1;9070;1;1;108;1;38;38;7;7;105,2;1;0;0;1;1;0;25;0;11;17;18;13;11,5384615384615;0;10;15;15;10;12,4;0;12,7;3,7;-1,7;Dropout
1;17;5;9119;1;1;123;1;3;1;2;9;116;1;0;1;0;1;0;20;0;0;5;5;0;0;0;0;5;5;0;0;0;8,9;1,4;3,51;Dropout
1;44;1;9130;1;39;150;1;1;37;4;8;150;1;0;0;0;0;0;22;0;1;6;10;3;12,6666666666667;0;0;6;7;0;0;0;15,5;2,8;-4,06;Dropout
1;17;1;171;1;1;140;41;1;1;5;7;146,3;1;0;0;1;0;1;18;1;0;0;0;0;0;0;0;0;0;0;0;0;12,7;3,7;-1,7;Dropout
1;1;1;9147;1;1;140;1;19;38;9;9;129,2;1;0;0;1;0;0;26;0;0;5;6;0;0;0;0;5;0;0;0;0;15,5;2,8;-4,06;Dropout
1;39;1;9003;1;1;140;41;1;1;9;9;100;0;0;1;0;0;0;29;1;3;9;9;3;14,3333333333333;0;1;7;8;1;14;0;15,5;2,8;-4,06;Dropout
1;7;1;9500;1;3;140;1;3;19;2;6;140;0;0;0;1;1;0;27;0;0;7;0;0;0;0;0;8;0;0;0;0;12,4;0,5;1,79;Dropout
1;1;3;9773;1;1;149;1;1;3;0;0;148,7;0;0;0;0;1;0;20;0;0;4;4;0;0;0;0;4;8;0;0;0;10,8;1,4;1,74;Dropout
2;39;1;9991;0;1;140;1;37;12;9;9;150;0;0;1;1;1;0;35;0;0;5;6;5;10,8;0;0;5;7;5;12;2;9,4;-0,8;-3,12;Dropout
1;39;1;9500;1;1;130;1;37;37;3;7;143,8;0;0;0;1;1;0;27;0;0;8;8;7;15,57;0;0;8;8;7;15,57;0;10,8;1,4;1,74;Dropout
1;7;2;9500;1;3;140;1;37;38;9;9;138;0;0;0;1;1;0;28;0;0;7;7;7;14,1142857142857;0;0;8;9;8;15,9111111111111;0;16,2;0,3;-0,92;Dropout
2;39;1;9238;1;19;133,1;1;37;37;9;4;103,5;0;0;0;1;1;0;42;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Dropout
1;1;1;9070;1;1;116;1;3;3;0;1;108,7;1;0;0;1;1;0;23;0;0;6;9;4;11,25;1;0;6;10;0;0;4;7,6;2,6;0,32;Dropout
1;1;4;9147;1;1;146;1;3;1;3;10;138,7;0;0;0;1;1;0;18;0;0;5;0;0;0;0;0;5;0;0;0;0;8,9;1,4;3,51;Dropout
1;39;1;9991;0;1;150;1;3;5;2;2;135,8;0;0;1;1;1;0;29;0;1;5;9;3;11;0;0;5;11;2;13,5;0;12,7;3,7;-1,7;Dropout
1;17;1;9085;1;1;137;1;1;1;4;7;134,6;1;0;0;1;1;0;22;0;0;6;16;0;0;0;0;6;7;0;0;0;16,2;0,3;-0,92;Dropout
1;1;3;9085;1;1;126;1;38;1;9;9;132;1;0;0;1;0;1;18;0;0;5;8;3;15;2;0;5;9;3;11,6666666666667;0;9,4;-0,8;-3,12;Dropout
1;39;1;9003;1;19;133,1;1;37;38;4;9;110;0;0;1;0;0;0;40;0;0;6;12;5;12,8;0;0;6;16;3;13,3333333333333;0;11,1;0,6;2,02;Dropout
1;17;3;9254;1;1;114;26;38;3;9;3;127,3;1;0;1;0;0;0;20;1;0;6;14;3;12,3333333333333;0;0;6;16;0;0;0;10,8;1,4;1,74;Dropout
1;1;3;9500;1;1;139;1;3;1;4;1;126;1;0;0;1;1;0;18;0;0;8;15;5;12288;1;0;8;15;5;12288;1;10,8;1,4;1,74;Dropout
1;43;2;9670;1;1;130;1;19;1;4;4;127,6;1;0;0;1;1;0;22;0;4;6;6;6;11,8333333333333;0;0;6;11;4;11,1428571428571;0;10,8;1,4;1,74;Dropout
1;51;1;9147;1;19;133,1;1;19;19;9;5;112,1;0;0;1;0;1;0;38;0;0;5;5;0;0;0;0;5;5;0;0;0;8,9;1,4;3,51;Dropout
1;43;1;9991;0;3;130;1;3;1;2;9;130;0;0;0;1;1;0;33;0;0;5;5;0;0;0;0;5;5;0;0;0;12,7;3,7;-1,7;Dropout
1;17;1;9670;1;1;127;1;3;3;1;1;121,4;0;0;0;1;1;0;18;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Dropout
2;51;1;9500;1;1;130;1;37;37;5;5;120;0;0;0;1;1;0;44;0;0;7;11;5;12,1;0;0;7;10;5;12,6;0;11,1;0,6;2,02;Dropout
1;18;1;9070;1;1;117;1;1;37;4;7;127,9;1;0;0;1;1;0;20;0;0;6;6;0;0;0;0;6;6;0;0;0;9,4;-0,8;-3,12;Dropout
1;17;4;9773;1;1;127;1;2;37;9;9;115,8;1;0;1;0;0;0;19;0;0;6;6;0;0;0;0;6;0;0;0;0;8,9;1,4;3,51;Dropout
1;17;3;9500;1;1;140;1;3;2;3;3;126,4;1;0;0;1;0;0;18;0;0;7;7;7;13,8842857142857;0;0;8;9;8;14,75;0;11,1;0,6;2,02;Dropout
1;39;1;9670;1;1;133,1;1;1;1;4;4;112,9;0;0;0;1;0;0;24;0;0;6;12;2;11,6666666666667;0;0;6;20;2;10,5;6;16,2;0,3;-0,92;Dropout
1;7;1;9500;1;3;120;1;37;37;4;5;120;0;0;1;0;0;0;28;0;0;7;7;0;0;7;0;7;7;0;0;7;13,9;-0,3;0,79;Dropout
1;1;1;9853;1;1;162;1;37;19;9;8;142,8;0;0;1;1;0;0;18;0;0;6;10;5;13;0;0;6;10;4;11,5;0;12,7;3,7;-1,7;Dropout
1;1;1;9147;1;1;133,1;1;19;19;9;9;119;1;0;0;0;0;1;19;0;0;5;7;3;10,6666666666667;0;0;5;10;3;12,2857142857143;0;10,8;1,4;1,74;Dropout
1;10;1;9773;1;1;151;22;38;37;0;5;151;1;0;0;1;0;0;18;1;0;6;12;0;0;1;0;6;0;0;0;0;9,4;-0,8;-3,12;Dropout
1;17;1;9130;1;1;125;1;19;19;3;10;131;1;0;0;1;1;0;19;0;0;5;11;2;10,5;2;0;5;9;0;0;3;10,8;1,4;1,74;Dropout
1;1;1;9130;1;1;138;1;3;19;2;4;131;1;0;0;1;1;0;19;0;0;6;8;4;11,6;0;0;6;14;2;13;0;11,1;0,6;2,02;Dropout
1;17;1;9003;1;1;126;1;37;3;5;2;116,9;0;0;0;1;1;0;19;0;0;6;10;6;13,6666666666667;0;0;6;10;4;12,25;0;13,9;-0,3;0,79;Dropout
2;39;1;9991;0;1;140;1;36;14;9;10;130;1;0;0;1;1;0;41;0;0;5;9;4;10,75;0;0;5;7;2;10;0;9,4;-0,8;-3,12;Dropout
1;7;1;9500;1;3;120;1;1;1;7;10;120;1;0;0;0;1;0;23;0;0;7;0;0;0;0;0;8;0;0;0;0;12,7;3,7;-1,7;Dropout
1;1;1;9119;1;1;148;1;19;38;9;7;133;0;0;0;1;1;0;18;0;0;5;12;5;13,2857142857143;0;0;5;16;5;14,8;0;12,4;0,5;1,79;Dropout
1;39;1;9085;1;1;140;1;37;37;90;90;106,3;0;0;1;0;1;0;35;0;0;5;7;2;11,5;0;0;5;8;2;10,5;0;7,6;2,6;0,32;Dropout
4;39;2;9670;1;19;133,1;1;19;1;90;90;103;0;0;0;0;1;0;34;0;0;6;6;0;0;0;0;6;9;0;0;0;10,8;1,4;1,74;Dropout
2;39;1;9119;1;1;110;1;19;19;0;5;137;0;0;1;1;1;0;30;0;0;5;5;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
1;1;1;9254;1;1;121;1;1;1;5;4;111,9;1;0;0;0;1;0;20;0;0;6;14;2;10,5;0;0;6;16;0;0;0;10,8;1,4;1,74;Dropout
1;1;1;9130;1;1;140;1;9;19;4;4;131,2;0;0;0;1;1;1;26;0;0;5;9;0;0;0;0;5;6;0;0;0;7,6;2,6;0,32;Dropout
1;39;2;9147;1;1;130;1;19;19;5;9;121,5;0;0;0;0;1;0;26;0;0;5;5;2;10,5;0;0;5;9;0;0;0;10,8;1,4;1,74;Dropout
1;39;1;9991;0;1;100;1;37;37;9;6;153,5;0;0;1;0;1;0;31;0;0;5;9;0;0;0;0;5;6;0;0;0;12,4;0,5;1,79;Dropout
1;17;1;9670;1;1;133,1;1;34;3;7;2;130,6;1;0;1;0;1;0;23;0;0;5;5;0;0;0;0;5;5;0;0;0;7,6;2,6;0,32;Dropout
1;1;6;9500;1;1;119;1;1;1;4;4;115;1;0;0;1;1;1;20;0;0;7;14;1;13;0;0;7;15;0;0;0;11,1;0,6;2,02;Dropout
1;39;1;8014;0;1;133,1;1;34;34;0;0;97,5;1;0;0;1;1;0;29;0;0;6;10;0;0;1;0;5;10;0;0;0;7,6;2,6;0,32;Dropout
1;39;1;9556;1;19;133,1;1;42;1;3;7;110,5;0;0;0;1;1;0;37;0;0;7;15;0;0;0;0;7;13;0;0;1;11,1;0,6;2,02;Dropout
1;1;5;9500;1;1;143;1;37;19;4;4;123,3;1;0;0;1;1;0;18;0;0;7;0;0;0;0;0;8;0;0;0;0;7,6;2,6;0,32;Dropout
1;1;2;171;1;1;127;1;2;19;5;5;139,6;1;0;1;0;1;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;13,9;-0,3;0,79;Dropout
1;39;1;9003;1;1;140;1;37;37;9;4;140;0;0;0;1;1;0;35;0;0;6;16;4;12;0;0;6;11;3;10,3333333333333;0;13,9;-0,3;0,79;Dropout
1;17;1;9254;1;1;128;1;19;38;9;9;118,2;0;0;0;1;0;0;19;0;0;5;5;0;0;0;0;6;0;0;0;0;8,9;1,4;3,51;Dropout
1;44;1;9003;1;39;160;1;37;37;9;7;160;1;0;0;0;1;0;30;0;4;9;18;6;11,8333333333333;0;1;8;21;4;11;0;15,5;2,8;-4,06;Dropout
2;43;1;9773;1;1;160;1;37;37;5;0;160;0;0;1;0;1;0;51;0;0;4;4;0;0;0;0;4;4;0;0;0;12,7;3,7;-1,7;Dropout
1;1;1;9130;1;1;152;1;2;22;4;3;146,1;1;0;0;1;0;0;18;0;0;5;8;4;13,5;2;0;5;9;0;0;3;10,8;1,4;1,74;Dropout
1;1;1;9773;1;1;121;1;3;3;2;2;112,3;1;0;1;0;0;0;18;0;0;6;7;5;12,2;0;0;6;11;4;11,5;0;11,1;0,6;2,02;Dropout
2;17;3;8014;0;1;123;1;19;37;3;3;113,2;0;0;1;0;0;0;18;0;0;6;9;3;10,6666666666667;0;0;6;12;0;0;0;7,6;2,6;0,32;Dropout
1;17;1;9670;1;1;127;1;1;38;4;7;125,6;0;0;1;1;0;1;18;0;0;6;7;1;14;0;0;6;6;0;0;0;15,5;2,8;-4,06;Dropout
1;39;1;9085;1;1;150;1;19;19;4;10;100;0;0;0;1;0;0;24;0;1;6;11;5;13;0;1;6;12;1;12;0;13,9;-0,3;0,79;Dropout
1;1;2;9773;1;1;116;1;1;19;4;7;127,6;1;0;0;1;0;1;19;0;0;6;7;6;13,8571428571429;0;0;6;7;6;13,1428571428571;0;13,9;-0,3;0,79;Dropout
1;1;1;9254;1;1;123;1;38;38;4;7;114,3;0;0;0;1;0;0;19;0;0;6;0;0;0;0;0;6;0;0;0;0;11,1;0,6;2,02;Dropout
1;43;2;9254;1;1;140;1;19;19;9;9;126;1;0;0;1;0;0;19;0;0;6;0;0;0;0;0;6;12;0;0;0;10,8;1,4;1,74;Dropout
1;1;1;171;1;1;138;1;19;37;7;7;124;1;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;10,8;1,4;1,74;Dropout
1;1;1;9238;1;1;133,1;1;12;38;4;9;107;1;0;0;1;0;0;19;0;0;6;11;5;10,6;0;0;6;10;6;11,7142857142857;0;11,1;0,6;2,02;Dropout
1;17;2;9670;1;1;129;1;19;19;5;4;129,4;0;0;0;1;0;1;19;0;0;6;7;5;11,2;0;0;6;10;5;13125;0;10,8;1,4;1,74;Dropout
1;51;1;9070;1;1;143;1;1;1;4;4;120;1;0;0;1;0;0;21;0;3;10;10;10;13;0;5;11;11;10;11,4;0;11,1;0,6;2,02;Dropout
1;43;1;171;1;2;140;1;37;37;9;9;140;1;0;0;1;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;10,8;1,4;1,74;Dropout
1;1;1;9254;1;1;133;1;19;9;0;0;121,5;1;0;0;1;0;1;20;0;0;6;12;0;0;0;0;6;12;0;0;0;7,6;2,6;0,32;Dropout
1;39;1;8014;0;1;134;1;37;38;4;7;110;1;0;0;1;0;0;24;0;0;6;10;1;10;0;0;6;12;0;0;0;9,4;-0,8;-3,12;Dropout
1;39;1;9254;1;1;133,1;1;1;1;9;6;105;1;0;1;0;0;0;24;0;0;6;14;6;11,2857142857143;0;0;6;16;3;10,3333333333333;0;8,9;1,4;3,51;Dropout
1;1;1;9238;1;1;157;1;38;37;9;5;137,8;0;0;0;1;0;1;18;0;0;6;6;6;13,8333333333333;0;0;6;7;0;0;0;15,5;2,8;-4,06;Dropout
1;17;5;9853;1;1;134;1;19;38;4;8;122,1;1;0;0;1;0;1;18;0;0;6;8;6;11,6666666666667;0;0;6;9;4;12;0;10,8;1,4;1,74;Dropout
1;7;1;9853;1;3;140;1;34;34;0;0;140;1;0;0;0;0;0;24;0;0;6;12;0;0;0;0;5;10;0;0;0;9,4;-0,8;-3,12;Dropout
1;1;6;9773;1;1;133,1;1;1;1;90;90;129,6;0;0;0;1;0;0;22;0;0;6;0;0;0;0;0;6;0;0;0;0;7,6;2,6;0,32;Dropout
5;39;1;9853;1;19;133,1;1;38;1;5;3;105,5;0;0;1;1;0;0;33;0;0;6;7;5;13,2;0;0;6;7;5;10,6;0;7,6;2,6;0,32;Dropout
2;39;1;9853;1;1;110;1;37;37;9;9;95,5;0;0;1;0;0;0;32;0;0;6;6;0;0;0;0;5;10;0;0;0;10,8;1,4;1,74;Dropout
2;39;1;9003;1;1;133,1;1;19;19;4;4;107,5;0;0;0;0;0;0;35;0;0;6;0;0;0;0;0;6;0;0;0;0;15,5;2,8;-4,06;Dropout
1;42;1;9003;1;1;160;1;19;1;9;5;107,8;1;0;0;0;1;0;27;0;0;6;10;0;0;0;0;6;8;0;0;0;15,5;2,8;-4,06;Dropout
1;39;1;9853;1;1;140;1;19;1;9;4;128,2;0;0;0;0;0;0;30;0;0;6;0;0;0;0;0;6;0;0;0;0;12,7;3,7;-1,7;Dropout
1;17;4;171;1;1;133,1;1;38;38;9;9;117;1;0;0;1;1;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;10,8;1,4;1,74;Dropout
4;39;1;9254;1;1;140;1;38;37;9;9;112;0;0;1;1;0;0;45;0;4;10;12;5;12,1666666666667;4;2;8;8;0;0;2;12,7;3,7;-1,7;Dropout
2;39;2;9991;0;1;100;1;37;37;9;9;100;1;0;0;1;1;0;51;0;0;4;4;0;0;0;0;5;0;0;0;0;12,7;3,7;-1,7;Dropout
1;17;1;9147;1;1;137;1;1;37;5;9;131,4;1;0;0;1;1;0;22;0;0;5;8;2;10;0;0;5;7;1;10;0;7,6;2,6;0,32;Dropout
2;7;1;9130;1;3;120;1;3;3;1;1;128,2;0;0;0;1;0;0;33;0;1;5;11;2;11,5;1;1;5;8;2;12;0;9,4;-0,8;-3,12;Dropout
1;1;5;9853;1;1;128;1;38;37;9;9;120,3;1;0;1;0;0;0;20;0;0;6;9;3;11,6666666666667;0;0;6;10;2;11;0;10,8;1,4;1,74;Dropout
1;1;2;9500;1;1;126;1;37;1;7;7;118,7;1;0;0;1;0;0;19;0;0;7;0;0;0;0;0;8;0;0;0;0;13,9;-0,3;0,79;Dropout
1;17;2;9556;1;1;125;1;38;19;7;7;121,5;1;0;0;1;0;0;20;0;0;7;13;4;13,5;0;0;7;11;4;11225;0;11,1;0,6;2,02;Dropout
